FIPS,Geographic Identifier,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Combined Statistical Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),ZIP Code Tabulation Area (5-digit),Subbarrio (FIPS),School District (Elementary),School District (Secondary),School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Tribal Tract,Tribal Block Group,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Total Population,Total Population,Population Density (per sq. mile),Area (Land),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: Mexican,Total Population: Hispanic or Latino: Puerto Rican,Total Population: Hispanic or Latino: Cuban,Total Population: Hispanic or Latino: Dominican Republic,Total Population: Hispanic or Latino: Central American,Total Population: Hispanic or Latino: Central American: Costa Rican,Total Population: Hispanic or Latino: Central American: Guatemalan,Total Population: Hispanic or Latino: Central American: Honduran,Total Population: Hispanic or Latino: Central American: Nicaraguan,Total Population: Hispanic or Latino: Central American: Panamanian,Total Population: Hispanic or Latino: Central American: Salvadoran,Total Population: Hispanic or Latino: Central American: Other Central American,Total Population: Hispanic or Latino: South American,Total Population: Hispanic or Latino: South American: Argentinean,Total Population: Hispanic or Latino: South American: Bolivian,Total Population: Hispanic or Latino: South American: Chilean,Total Population: Hispanic or Latino: South American: Colombian,Total Population: Hispanic or Latino: South American: Ecuadorian,Total Population: Hispanic or Latino: South American: Paraguayan,Total Population: Hispanic or Latino: South American: Peruvian,Total Population: Hispanic or Latino: South American: Uruguayan,Total Population: Hispanic or Latino: South American: Venezuelan,Total Population: Hispanic or Latino: South American: Other South American,Total Population: Hispanic or Latino: Other Hispanic or Latino,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spaniard,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spanish,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spanish American,Total Population: Hispanic or Latino: Other Hispanic or Latino: All Other Hispanic or Latino,Total:,Total: Asian Indian,Total: Bangladeshi,Total: Cambodian,"Total: Chinese, except Taiwanese",Total: Filipino,Total: Hmong,Total: Indonesian,Total: Japanese,Total: Korean,Total: Laotian,Total: Malaysian,Total: Pakistani,Total: Sri Lankan,Total: Taiwanese,Total: Thai,Total: Vietnamese,Total: Other Asian,"Total: Other Asian, not specified"
33005971700,14000US33005971700,"Census Tract 9717, Cheshire County, New Hampshire","Census Tract 9717, Cheshire County, New Hampshire",nh,140,0,ACSSF,673,,,,,33,5,,,,971700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302,4302,78.27281,54.96161372,4302,4159,0,52,26,0,0,65,4302,4280,4137,0,52,26,0,0,65,22,22,0,0,0,0,0,0,4302,4280,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007950200,14000US33007950200,"Census Tract 9502, Coos County, New Hampshire","Census Tract 9502, Coos County, New Hampshire",nh,140,0,ACSSF,675,,,,,33,7,,,,950200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3066,3066,30.36793,100.9617589,3066,2979,6,18,41,0,0,22,3066,3023,2940,6,18,41,0,0,18,43,39,0,0,0,0,0,4,3066,3023,43,11,19,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
33007950400,14000US33007950400,"Census Tract 9504, Coos County, New Hampshire","Census Tract 9504, Coos County, New Hampshire",nh,140,0,ACSSF,677,,,,,33,7,,,,950400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3379,3379,15.47488,218.3538889,3379,3341,17,6,0,0,0,15,3379,3369,3334,17,3,0,0,0,15,10,7,0,3,0,0,0,0,3379,3369,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33009960100,14000US33009960100,"Census Tract 9601, Grafton County, New Hampshire","Census Tract 9601, Grafton County, New Hampshire",nh,140,0,ACSSF,685,,,,,33,9,,,,960100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5942,5942,118.5965,50.10265994,5942,5702,42,0,69,0,13,116,5942,5800,5610,15,0,69,0,0,106,142,92,27,0,0,0,13,10,5942,5800,142,13,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,69,0,0,0,37,0,0,0,0,21,0,0,0,0,0,11,0,0,0
33009960200,14000US33009960200,"Census Tract 9602, Grafton County, New Hampshire","Census Tract 9602, Grafton County, New Hampshire",nh,140,0,ACSSF,686,,,,,33,9,,,,960200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323,4323,24.94755,173.2835704,4323,4084,10,74,6,0,14,135,4323,4300,4061,10,74,6,0,14,135,23,23,0,0,0,0,0,0,4323,4300,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33009960300,14000US33009960300,"Census Tract 9603, Grafton County, New Hampshire","Census Tract 9603, Grafton County, New Hampshire",nh,140,0,ACSSF,687,,,,,33,9,,,,960300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4602,4602,26.41292,174.2328876,4602,4426,20,0,18,0,2,136,4602,4527,4353,20,0,18,0,0,136,75,73,0,0,0,0,2,0,4602,4527,75,6,52,0,0,4,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,2,0,0,0,5,11,0,0,0,0,0,0,0,0,0
33009960400,14000US33009960400,"Census Tract 9604, Grafton County, New Hampshire","Census Tract 9604, Grafton County, New Hampshire",nh,140,0,ACSSF,688,,,,,33,9,,,,960400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4059,4059,13.13746,308.9637543,4059,3951,23,3,60,0,0,22,4059,4057,3949,23,3,60,0,0,22,2,2,0,0,0,0,0,0,4059,4057,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,60,15,0,0,14,0,0,0,0,0,0,0,31,0,0,0,0,0,0
33009960500,14000US33009960500,"Census Tract 9605, Grafton County, New Hampshire","Census Tract 9605, Grafton County, New Hampshire",nh,140,0,ACSSF,689,,,,,33,9,,,,960500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345,2345,15.10247,155.2725897,2345,2286,0,6,20,9,0,24,2345,2335,2277,0,5,20,9,0,24,10,9,0,1,0,0,0,0,2345,2335,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,20,0,0,0,8,10,0,0,0,2,0,0,0,0,0,0,0,0,0
33009960600,14000US33009960600,"Census Tract 9606, Grafton County, New Hampshire","Census Tract 9606, Grafton County, New Hampshire",nh,140,0,ACSSF,690,,,,,33,9,,,,960600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4665,4665,91.48855,50.9899876,4665,4520,19,0,44,0,0,82,4665,4630,4490,14,0,44,0,0,82,35,30,5,0,0,0,0,0,4665,4630,35,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,0,0,0,0,0,5,0,0,0,0,0,34,0,0,0
33009960700,14000US33009960700,"Census Tract 9607, Grafton County, New Hampshire","Census Tract 9607, Grafton County, New Hampshire",nh,140,0,ACSSF,691,,,,,33,9,,,,960700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222,3222,25.45972,126.5528396,3222,3138,7,15,23,0,0,39,3222,3197,3113,7,15,23,0,0,39,25,25,0,0,0,0,0,0,3222,3197,25,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,5,23,8,0,0,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0
33009960900,14000US33009960900,"Census Tract 9609, Grafton County, New Hampshire","Census Tract 9609, Grafton County, New Hampshire",nh,140,0,ACSSF,693,,,,,33,9,,,,960900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3266,3266,20.94991,155.8956906,3266,3152,7,10,54,0,0,43,3266,3205,3091,7,10,54,0,0,43,61,61,0,0,0,0,0,0,3266,3205,61,28,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,54,0,0,0,24,0,0,0,19,10,0,0,0,0,0,0,1,0,0
33009961300,14000US33009961300,"Census Tract 9613, Grafton County, New Hampshire","Census Tract 9613, Grafton County, New Hampshire",nh,140,0,ACSSF,697,,,,,33,9,,,,961300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3415,3415,31.68178,107.7906461,3415,3292,73,11,9,0,2,28,3415,3376,3255,73,11,9,0,0,28,39,37,0,0,0,0,2,0,3415,3376,39,25,8,0,0,6,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,2,0
33009961400,14000US33009961400,"Census Tract 9614, Grafton County, New Hampshire","Census Tract 9614, Grafton County, New Hampshire",nh,140,0,ACSSF,698,,,,,33,9,,,,961400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,3910,73.41288,53.26041047,3910,3809,0,0,0,0,0,101,3910,3896,3809,0,0,0,0,0,87,14,0,0,0,0,0,0,14,3910,3896,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33009961500,14000US33009961500,"Census Tract 9615, Grafton County, New Hampshire","Census Tract 9615, Grafton County, New Hampshire",nh,140,0,ACSSF,699,,,,,33,9,,,,961500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4565,4565,113.3738,40.26504833,4565,4443,67,6,38,0,11,0,4565,4508,4408,56,6,38,0,0,0,57,35,11,0,0,0,11,0,4565,4508,57,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
33009961601,14000US33009961601,"Census Tract 9616.01, Grafton County, New Hampshire","Census Tract 9616.01, Grafton County, New Hampshire",nh,140,0,ACSSF,700,,,,,33,9,,,,961601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2900,65.16261,44.50405485,2900,2770,0,0,104,0,0,26,2900,2850,2720,0,0,104,0,0,26,50,50,0,0,0,0,0,0,2900,2850,50,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,0,0,71,7,0,0,4,6,0,0,0,0,2,0,0,9,0
33009961602,14000US33009961602,"Census Tract 9616.02, Grafton County, New Hampshire","Census Tract 9616.02, Grafton County, New Hampshire",nh,140,0,ACSSF,701,,,,,33,9,,,,961602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8411,8411,1861.165,4.519213603,8411,6862,311,47,981,4,99,107,8411,8169,6712,311,47,981,4,27,87,242,150,0,0,0,0,72,20,8411,8169,242,64,69,31,27,2,0,0,0,2,0,0,0,13,0,6,0,0,0,0,7,0,0,0,36,24,12,0,0,981,163,34,0,468,0,0,23,25,193,0,0,27,0,0,0,0,45,3
33009961700,14000US33009961700,"Census Tract 9617, Grafton County, New Hampshire","Census Tract 9617, Grafton County, New Hampshire",nh,140,0,ACSSF,702,,,,,33,9,,,,961700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7406,7406,420.9799,17.59228846,7406,6186,44,183,603,66,0,324,7406,7082,5899,31,183,603,66,0,300,324,287,13,0,0,0,0,24,7406,7082,324,132,80,38,0,0,0,0,0,0,0,0,0,59,31,0,0,28,0,0,0,0,0,0,15,15,0,0,0,603,116,0,0,130,79,0,0,0,157,0,0,0,0,92,0,29,0,0
33009961800,14000US33009961800,"Census Tract 9618, Grafton County, New Hampshire","Census Tract 9618, Grafton County, New Hampshire",nh,140,0,ACSSF,703,,,,,33,9,,,,961800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6068,6068,266.9695,22.72918639,6068,5302,44,0,494,0,15,213,6068,5722,5034,44,0,494,0,0,150,346,268,0,0,0,0,15,63,6068,5722,346,268,0,0,0,78,0,63,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,10,0,218,184,82,0,0,0,0,0,0,0,0,0,0,0,0,0
33013041000,14000US33013041000,"Census Tract 410, Merrimack County, New Hampshire","Census Tract 410, Merrimack County, New Hampshire",nh,140,0,ACSSF,817,,,,,33,13,,,,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4539,4539,201.8609,22.48578603,4539,4334,51,14,57,0,15,68,4539,4421,4236,51,14,57,0,0,63,118,98,0,0,0,0,15,5,4539,4421,118,39,5,0,13,9,0,2,0,0,0,7,0,29,0,0,0,0,0,3,17,0,9,0,23,23,0,0,0,57,24,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0
33013041500,14000US33013041500,"Census Tract 415, Merrimack County, New Hampshire","Census Tract 415, Merrimack County, New Hampshire",nh,140,0,ACSSF,818,,,,,33,13,,,,41500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3774,3774,40.37149,93.48181073,3774,3701,11,6,17,0,8,31,3774,3774,3701,11,6,17,0,8,31,0,0,0,0,0,0,0,0,3774,3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0
33019975100,14000US33019975100,"Census Tract 9751, Sullivan County, New Hampshire","Census Tract 9751, Sullivan County, New Hampshire",nh,140,0,ACSSF,917,,,,,33,19,,,,975100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4119,4119,43.69055,94.276687,4119,3906,17,9,49,0,60,78,4119,4055,3899,17,2,49,0,39,49,64,7,0,7,0,0,21,29,4119,4055,64,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,7,49,0,0,0,20,5,0,0,0,10,0,0,0,0,0,0,14,0,0
33019975200,14000US33019975200,"Census Tract 9752, Sullivan County, New Hampshire","Census Tract 9752, Sullivan County, New Hampshire",nh,140,0,ACSSF,918,,,,,33,19,,,,975200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4934,4934,46.06853,107.1013209,4934,4820,13,3,20,0,29,49,4934,4898,4813,13,3,20,0,0,49,36,7,0,0,0,0,29,0,4934,4898,36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0
33019975300,14000US33019975300,"Census Tract 9753, Sullivan County, New Hampshire","Census Tract 9753, Sullivan County, New Hampshire",nh,140,0,ACSSF,919,,,,,33,19,,,,975300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3363,3363,159.1883,21.125928,3363,3228,0,8,21,0,80,26,3363,3269,3222,0,0,21,0,0,26,94,6,0,8,0,0,80,0,3363,3269,94,67,6,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0
33019975400,14000US33019975400,"Census Tract 9754, Sullivan County, New Hampshire","Census Tract 9754, Sullivan County, New Hampshire",nh,140,0,ACSSF,920,,,,,33,19,,,,975400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6434,6434,147.6873,43.56500493,6434,5955,1,209,167,9,0,93,6434,6373,5895,1,209,167,9,0,92,61,60,0,0,0,0,0,1,6434,6373,61,35,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,71,96,0,0,0,0,0,0,0,0,0,0,0,0,0
33019975500,14000US33019975500,"Census Tract 9755, Sullivan County, New Hampshire","Census Tract 9755, Sullivan County, New Hampshire",nh,140,0,ACSSF,921,,,,,33,19,,,,975500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923,2923,29.14958,100.2758746,2923,2859,13,5,5,0,0,41,2923,2868,2815,13,5,3,0,0,32,55,44,0,0,2,0,0,9,2923,2868,55,9,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,28,2,23,0,3,5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
33019975600,14000US33019975600,"Census Tract 9756, Sullivan County, New Hampshire","Census Tract 9756, Sullivan County, New Hampshire",nh,140,0,ACSSF,922,,,,,33,19,,,,975600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302,3302,35.87262,92.04791991,3302,3226,0,4,24,0,12,36,3302,3261,3202,0,4,24,0,0,31,41,24,0,0,0,0,12,5,3302,3261,41,11,16,0,0,8,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,24,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0
33019975700,14000US33019975700,"Census Tract 9757, Sullivan County, New Hampshire","Census Tract 9757, Sullivan County, New Hampshire",nh,140,0,ACSSF,923,,,,,33,19,,,,975700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5047,5047,140.9796,35.79951413,5047,4833,61,0,28,0,0,125,5047,5037,4833,61,0,28,0,0,115,10,0,0,0,0,0,0,10,5047,5037,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
33019975800,14000US33019975800,"Census Tract 9758, Sullivan County, New Hampshire","Census Tract 9758, Sullivan County, New Hampshire",nh,140,0,ACSSF,924,,,,,33,19,,,,975800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467,5467,481.892,11.34486646,5467,5203,45,0,18,4,75,122,5467,5328,5125,45,0,18,4,75,61,139,78,0,0,0,0,0,61,5467,5328,139,20,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,61,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
33019975901,14000US33019975901,"Census Tract 9759.01, Sullivan County, New Hampshire","Census Tract 9759.01, Sullivan County, New Hampshire",nh,140,0,ACSSF,925,,,,,33,19,,,,975901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437,4437,203.0746,21.84911436,4437,4437,0,0,0,0,0,0,4437,4426,4426,0,0,0,0,0,0,11,11,0,0,0,0,0,0,4437,4426,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33019975902,14000US33019975902,"Census Tract 9759.02, Sullivan County, New Hampshire","Census Tract 9759.02, Sullivan County, New Hampshire",nh,140,0,ACSSF,926,,,,,33,19,,,,975902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3265,3265,328.8937,9.927218968,3265,3225,5,0,23,0,0,12,3265,3202,3162,5,0,23,0,0,12,63,63,0,0,0,0,0,0,3265,3202,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,0,0,40,23,0,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0
36019100100,14000US36019100100,"Census Tract 1001, Clinton County, New York","Census Tract 1001, Clinton County, New York",ny,140,0,ACSSF,3984,,,,,36,19,,,,100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5732,5732,111.8844,51.23146517,5732,5563,53,0,8,0,0,108,5732,5692,5525,53,0,8,0,0,106,40,38,0,0,0,0,0,2,5732,5692,40,0,18,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,8,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0
36019100200,14000US36019100200,"Census Tract 1002, Clinton County, New York","Census Tract 1002, Clinton County, New York",ny,140,0,ACSSF,3985,,,,,36,19,,,,100200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251,4251,78.49968,54.15308488,4251,4151,37,0,46,0,17,0,4251,4159,4076,37,0,46,0,0,0,92,75,0,0,0,0,17,0,4251,4159,92,45,30,0,5,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,21,0,0,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0
36019100300,14000US36019100300,"Census Tract 1003, Clinton County, New York","Census Tract 1003, Clinton County, New York",ny,140,0,ACSSF,3986,,,,,36,19,,,,100300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6510,6510,34.51479,188.6147673,6510,5982,320,65,39,5,54,45,6510,6361,5915,297,65,39,5,0,40,149,67,23,0,0,0,54,5,6510,6361,149,6,44,0,16,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,70,0,0,0,70,39,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,9,0,0
36019100400,14000US36019100400,"Census Tract 1004, Clinton County, New York","Census Tract 1004, Clinton County, New York",ny,140,0,ACSSF,3987,,,,,36,19,,,,100400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7309,7309,31.40737,232.7160744,7309,5043,1818,32,58,0,337,21,7309,6649,4794,1741,22,58,0,17,17,660,249,77,10,0,0,320,4,7309,6649,660,55,189,4,39,32,0,0,0,0,0,32,0,53,0,0,0,53,0,0,0,0,0,0,288,0,16,0,272,58,0,0,0,4,3,0,0,0,0,0,0,12,0,0,39,0,0,0
36019100600,14000US36019100600,"Census Tract 1006, Clinton County, New York","Census Tract 1006, Clinton County, New York",ny,140,0,ACSSF,3988,,,,,36,19,,,,100600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5545,5545,91.76676,60.42492861,5545,5334,26,10,65,0,0,110,5545,5538,5327,26,10,65,0,0,110,7,7,0,0,0,0,0,0,5545,5538,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,9,40,0
36019100700,14000US36019100700,"Census Tract 1007, Clinton County, New York","Census Tract 1007, Clinton County, New York",ny,140,0,ACSSF,3989,,,,,36,19,,,,100700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3765,3765,234.5547,16.0516929,3765,3562,38,15,116,0,27,7,3765,3701,3536,34,15,116,0,0,0,64,26,4,0,0,0,27,7,3765,3701,64,11,31,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,116,87,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0
36019100800,14000US36019100800,"Census Tract 1008, Clinton County, New York","Census Tract 1008, Clinton County, New York",ny,140,0,ACSSF,3990,,,,,36,19,,,,100800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4395,4395,263.9354,16.65180225,4395,4090,175,0,40,0,50,40,4395,4320,4072,168,0,40,0,0,40,75,18,7,0,0,0,50,0,4395,4320,75,2,58,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,40,0,0,0,10,7,0,0,0,0,0,0,23,0,0,0,0,0,0
36019100900,14000US36019100900,"Census Tract 1009, Clinton County, New York","Census Tract 1009, Clinton County, New York",ny,140,0,ACSSF,3991,,,,,36,19,,,,100900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4956,4956,3844.686,1.289051918,4956,4523,105,0,95,0,0,233,4956,4888,4490,99,0,95,0,0,204,68,33,6,0,0,0,0,29,4956,4888,68,22,35,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,0,72,14,0,0,8,0,0,0,0,0,0,0,0,0,0
36019101000,14000US36019101000,"Census Tract 1010, Clinton County, New York","Census Tract 1010, Clinton County, New York",ny,140,0,ACSSF,3992,,,,,36,19,,,,101000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231,4231,3118.886,1.356573853,4231,3908,80,7,91,0,7,138,4231,4140,3832,72,7,91,0,0,138,91,76,8,0,0,0,7,0,4231,4140,91,7,23,0,9,0,0,0,0,0,0,0,0,40,0,0,7,5,0,0,0,0,28,0,12,0,12,0,0,91,12,0,0,0,36,0,0,0,43,0,0,0,0,0,0,0,0,0
36019101100,14000US36019101100,"Census Tract 1011, Clinton County, New York","Census Tract 1011, Clinton County, New York",ny,140,0,ACSSF,3993,,,,,36,19,,,,101100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2822,2822,12529.71,0.225224596,2822,2316,163,0,202,0,106,35,2822,2588,2220,132,0,202,0,3,31,234,96,31,0,0,0,103,4,2822,2588,234,56,93,38,22,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,22,0,0,0,22,202,5,0,0,95,55,0,0,12,0,0,0,0,0,0,12,8,15,0
