FIPS,Geographic Identifier,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Combined Statistical Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),ZIP Code Tabulation Area (5-digit),Subbarrio (FIPS),School District (Elementary),School District (Secondary),School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Tribal Tract,Tribal Block Group,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Total Population,Total Population,Population Density (per sq. mile),Area (Land),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: Mexican,Total Population: Hispanic or Latino: Puerto Rican,Total Population: Hispanic or Latino: Cuban,Total Population: Hispanic or Latino: Dominican Republic,Total Population: Hispanic or Latino: Central American,Total Population: Hispanic or Latino: Central American: Costa Rican,Total Population: Hispanic or Latino: Central American: Guatemalan,Total Population: Hispanic or Latino: Central American: Honduran,Total Population: Hispanic or Latino: Central American: Nicaraguan,Total Population: Hispanic or Latino: Central American: Panamanian,Total Population: Hispanic or Latino: Central American: Salvadoran,Total Population: Hispanic or Latino: Central American: Other Central American,Total Population: Hispanic or Latino: South American,Total Population: Hispanic or Latino: South American: Argentinean,Total Population: Hispanic or Latino: South American: Bolivian,Total Population: Hispanic or Latino: South American: Chilean,Total Population: Hispanic or Latino: South American: Colombian,Total Population: Hispanic or Latino: South American: Ecuadorian,Total Population: Hispanic or Latino: South American: Paraguayan,Total Population: Hispanic or Latino: South American: Peruvian,Total Population: Hispanic or Latino: South American: Uruguayan,Total Population: Hispanic or Latino: South American: Venezuelan,Total Population: Hispanic or Latino: South American: Other South American,Total Population: Hispanic or Latino: Other Hispanic or Latino,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spaniard,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spanish,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spanish American,Total Population: Hispanic or Latino: Other Hispanic or Latino: All Other Hispanic or Latino,Total:,Total: Asian Indian,Total: Bangladeshi,Total: Cambodian,"Total: Chinese, except Taiwanese",Total: Filipino,Total: Hmong,Total: Indonesian,Total: Japanese,Total: Korean,Total: Laotian,Total: Malaysian,Total: Pakistani,Total: Sri Lankan,Total: Taiwanese,Total: Thai,Total: Vietnamese,Total: Other Asian,"Total: Other Asian, not specified"
36091060901,14000US36091060901,"Census Tract 609.01, Saratoga County, New York","Census Tract 609.01, Saratoga County, New York",ny,140,0,ACSSF,7451,,,,,36,91,,,,60901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776,3776,95.5287,39.52738623,3776,3583,121,1,34,0,0,37,3776,3476,3384,21,0,34,0,0,37,300,199,100,1,0,0,0,0,3776,3476,300,140,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0
36091060902,14000US36091060902,"Census Tract 609.02, Saratoga County, New York","Census Tract 609.02, Saratoga County, New York",ny,140,0,ACSSF,7452,,,,,36,91,,,,60902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,1836.562,1.034541859,1900,1759,98,9,4,0,0,30,1900,1895,1756,98,7,4,0,0,30,5,3,0,2,0,0,0,0,1900,1895,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
36091062000,14000US36091062000,"Census Tract 620, Saratoga County, New York","Census Tract 620, Saratoga County, New York",ny,140,0,ACSSF,7469,,,,,36,91,,,,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6477,6477,162.0728,39.96351489,6477,6401,69,0,6,0,1,0,6477,6229,6154,69,0,6,0,0,0,248,247,0,0,0,0,1,0,6477,6229,248,1,143,0,0,90,0,0,75,15,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
36091062100,14000US36091062100,"Census Tract 621, Saratoga County, New York","Census Tract 621, Saratoga County, New York",ny,140,0,ACSSF,7470,,,,,36,91,,,,62100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880,1880,1532.003,1.227152018,1880,1815,17,0,26,0,0,22,1880,1808,1745,17,0,26,0,0,20,72,70,0,0,0,0,0,2,1880,1808,72,52,2,4,0,3,0,0,0,0,3,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0
36091062200,14000US36091062200,"Census Tract 622, Saratoga County, New York","Census Tract 622, Saratoga County, New York",ny,140,0,ACSSF,7471,,,,,36,91,,,,62200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,3098,5827.629,0.531605552,3098,2971,10,0,67,0,11,39,3098,2992,2876,10,0,67,0,0,39,106,95,0,0,0,0,11,0,3098,2992,106,0,33,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,62,14,48,0,0,67,0,34,0,0,0,0,0,26,0,0,0,0,0,0,7,0,0,0
36091062404,14000US36091062404,"Census Tract 624.04, Saratoga County, New York","Census Tract 624.04, Saratoga County, New York",ny,140,0,ACSSF,7474,,,,,36,91,,,,62404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758,1758,164.2314,10.70441099,1758,1707,19,0,20,0,0,12,1758,1692,1660,0,0,20,0,0,12,66,47,19,0,0,0,0,0,1758,1692,66,28,10,0,19,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0
36113070100,14000US36113070100,"Census Tract 701, Warren County, New York","Census Tract 701, Warren County, New York",ny,140,0,ACSSF,8011,,,,,36,113,,,,70100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452,2452,2683.902,0.913595353,2452,2394,31,0,0,0,5,22,2452,2378,2325,31,0,0,0,0,22,74,69,0,0,0,0,5,0,2452,2378,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36113070200,14000US36113070200,"Census Tract 702, Warren County, New York","Census Tract 702, Warren County, New York",ny,140,0,ACSSF,8012,,,,,36,113,,,,70200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,1978,6171.601,0.320500327,1978,1873,63,1,0,0,8,33,1978,1939,1839,63,1,0,0,8,28,39,34,0,0,0,0,0,5,1978,1939,39,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36113070300,14000US36113070300,"Census Tract 703, Warren County, New York","Census Tract 703, Warren County, New York",ny,140,0,ACSSF,8013,,,,,36,113,,,,70300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786,3786,4646.511,0.814804933,3786,3647,72,15,0,0,0,52,3786,3577,3462,72,0,0,0,0,43,209,185,0,15,0,0,0,9,3786,3577,209,166,28,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36113070400,14000US36113070400,"Census Tract 704, Warren County, New York","Census Tract 704, Warren County, New York",ny,140,0,ACSSF,8014,,,,,36,113,,,,70400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816,3816,4474.989,0.852739472,3816,3582,48,3,100,13,7,63,3816,3687,3507,48,3,100,13,0,16,129,75,0,0,0,0,7,47,3816,3687,129,24,47,0,0,8,8,0,0,0,0,0,0,15,0,0,0,12,0,0,3,0,0,0,35,17,0,0,18,100,0,0,0,35,0,0,0,0,65,0,0,0,0,0,0,0,0,0
36113070500,14000US36113070500,"Census Tract 705, Warren County, New York","Census Tract 705, Warren County, New York",ny,140,0,ACSSF,8015,,,,,36,113,,,,70500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542,2542,2869.545,0.885854683,2542,2291,52,61,17,0,15,106,2542,2495,2259,52,61,17,0,0,106,47,32,0,0,0,0,15,0,2542,2495,47,8,4,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,9,9,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
36113070601,14000US36113070601,"Census Tract 706.01, Warren County, New York","Census Tract 706.01, Warren County, New York",ny,140,0,ACSSF,8016,,,,,36,113,,,,70601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394,5394,345.3511,15.61888781,5394,5120,201,0,0,0,4,69,5394,5210,4961,201,0,0,0,0,48,184,159,0,0,0,0,4,21,5394,5210,184,0,165,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36113070602,14000US36113070602,"Census Tract 706.02, Warren County, New York","Census Tract 706.02, Warren County, New York",ny,140,0,ACSSF,8017,,,,,36,113,,,,70602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456,1456,85.31291,17.06658409,1456,1429,0,14,0,0,0,13,1456,1417,1408,0,9,0,0,0,0,39,21,0,5,0,0,0,13,1456,1417,39,0,21,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36113070701,14000US36113070701,"Census Tract 707.01, Warren County, New York","Census Tract 707.01, Warren County, New York",ny,140,0,ACSSF,8018,,,,,36,113,,,,70701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3933,3933,928.6539,4.235162093,3933,3815,0,2,70,0,31,15,3933,3855,3768,0,2,70,0,0,15,78,47,0,0,0,0,31,0,3933,3855,78,0,8,0,0,0,0,0,0,0,0,0,0,70,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,70,42,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
36113070702,14000US36113070702,"Census Tract 707.02, Warren County, New York","Census Tract 707.02, Warren County, New York",ny,140,0,ACSSF,8019,,,,,36,113,,,,70702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4712,4712,1178.885,3.996998828,4712,4347,57,0,178,0,17,113,4712,4636,4315,57,0,178,0,11,75,76,32,0,0,0,0,6,38,4712,4636,76,6,36,0,0,11,0,11,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,17,0,0,0,17,178,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,26,0
36113070800,14000US36113070800,"Census Tract 708, Warren County, New York","Census Tract 708, Warren County, New York",ny,140,0,ACSSF,8020,,,,,36,113,,,,70800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7619,7619,1328.859,5.733490271,7619,7360,42,37,172,0,8,0,7619,7569,7318,42,37,172,0,0,0,50,42,0,0,0,0,8,0,7619,7569,50,0,27,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,9,9,0,0,0,172,0,0,0,116,0,0,0,56,0,0,0,0,0,0,0,0,0,0
36113070900,14000US36113070900,"Census Tract 709, Warren County, New York","Census Tract 709, Warren County, New York",ny,140,0,ACSSF,8021,,,,,36,113,,,,70900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4679,4679,287.8401,16.25555176,4679,4623,6,0,0,0,5,45,4679,4636,4585,6,0,0,0,0,45,43,38,0,0,0,0,5,0,4679,4636,43,0,35,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36113072000,14000US36113072000,"Census Tract 720, Warren County, New York","Census Tract 720, Warren County, New York",ny,140,0,ACSSF,8023,,,,,36,113,,,,72000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3500,116.4005,30.06860263,3500,3459,3,0,11,0,0,27,3500,3459,3424,2,0,11,0,0,22,41,35,1,0,0,0,0,5,3500,3459,41,4,33,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36113073000,14000US36113073000,"Census Tract 730, Warren County, New York","Census Tract 730, Warren County, New York",ny,140,0,ACSSF,8024,,,,,36,113,,,,73000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4071,4071,64.15009,63.46054422,4071,4049,12,0,0,0,0,10,4071,3986,3969,7,0,0,0,0,10,85,80,5,0,0,0,0,0,4071,3986,85,59,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36113075000,14000US36113075000,"Census Tract 750, Warren County, New York","Census Tract 750, Warren County, New York",ny,140,0,ACSSF,8027,,,,,36,113,,,,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3335,3335,39.61272,84.19011671,3335,3302,1,0,12,0,1,19,3335,3332,3302,1,0,12,0,1,16,3,0,0,0,0,0,0,3,3335,3332,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36113076000,14000US36113076000,"Census Tract 760, Warren County, New York","Census Tract 760, Warren County, New York",ny,140,0,ACSSF,8028,,,,,36,113,,,,76000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2533,2533,19.55576,129.5270866,2533,2367,14,6,10,0,10,126,2533,2525,2361,14,6,10,0,10,124,8,6,0,0,0,0,0,2,2533,2525,8,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36113078000,14000US36113078000,"Census Tract 780, Warren County, New York","Census Tract 780, Warren County, New York",ny,140,0,ACSSF,8029,,,,,36,113,,,,78000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394,2394,37.84574,63.25678729,2394,2282,92,0,20,0,0,0,2394,2288,2176,92,0,20,0,0,0,106,106,0,0,0,0,0,0,2394,2288,106,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,102,0,0,0,0,0,0,4,0,4,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
36115080100,14000US36115080100,"Census Tract 801, Washington County, New York","Census Tract 801, Washington County, New York",ny,140,0,ACSSF,8030,,,,,36,115,,,,80100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4659,4659,4181.026,1.114319835,4659,4543,0,0,0,0,69,47,4659,4565,4518,0,0,0,0,0,47,94,25,0,0,0,0,69,0,4659,4565,94,23,0,0,69,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36115080200,14000US36115080200,"Census Tract 802, Washington County, New York","Census Tract 802, Washington County, New York",ny,140,0,ACSSF,8031,,,,,36,115,,,,80200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607,2607,3632.911,0.717606414,2607,2434,57,0,0,66,0,50,2607,2535,2425,2,0,0,66,0,42,72,9,55,0,0,0,0,8,2607,2535,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36115080300,14000US36115080300,"Census Tract 803, Washington County, New York","Census Tract 803, Washington County, New York",ny,140,0,ACSSF,8032,,,,,36,115,,,,80300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5430,5430,143.4753,37.84624176,5430,5265,10,0,0,0,129,26,5430,5269,5233,10,0,0,0,0,26,161,32,0,0,0,0,129,0,5430,5269,161,157,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36115081000,14000US36115081000,"Census Tract 810, Washington County, New York","Census Tract 810, Washington County, New York",ny,140,0,ACSSF,8033,,,,,36,115,,,,81000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6175,6175,56.652,108.9988062,6175,4214,1502,4,33,0,170,252,6175,5673,4038,1420,3,33,0,0,179,502,176,82,1,0,0,170,73,6175,5673,502,30,259,2,159,36,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,10,33,8,0,0,14,4,0,0,0,0,0,0,0,0,0,0,7,0,0
36115082001,14000US36115082001,"Census Tract 820.01, Washington County, New York","Census Tract 820.01, Washington County, New York",ny,140,0,ACSSF,8034,,,,,36,115,,,,82001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4982,4982,62.73132,79.4180668,4982,4872,31,30,0,0,31,18,4982,4883,4808,27,30,0,0,0,18,99,64,4,0,0,0,31,0,4982,4883,99,16,58,0,0,11,0,0,0,4,7,0,0,14,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36115082002,14000US36115082002,"Census Tract 820.02, Washington County, New York","Census Tract 820.02, Washington County, New York",ny,140,0,ACSSF,8035,,,,,36,115,,,,82002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,1243,14.61589,85.04442801,1243,1225,0,0,2,0,0,16,1243,1221,1205,0,0,2,0,0,14,22,20,0,0,0,0,0,2,1243,1221,22,14,5,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
36115084000,14000US36115084000,"Census Tract 840, Washington County, New York","Census Tract 840, Washington County, New York",ny,140,0,ACSSF,8036,,,,,36,115,,,,84000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6604,6604,118.7383,55.61813568,6604,6448,50,10,30,0,9,57,6604,6485,6373,37,10,30,0,9,26,119,75,13,0,0,0,0,31,6604,6485,119,0,91,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0
36115085000,14000US36115085000,"Census Tract 850, Washington County, New York","Census Tract 850, Washington County, New York",ny,140,0,ACSSF,8037,,,,,36,115,,,,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2337,2337,53.86769,43.38407746,2337,2296,2,4,6,5,0,24,2337,2335,2296,0,4,6,5,0,24,2,0,2,0,0,0,0,0,2337,2335,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
36115086000,14000US36115086000,"Census Tract 860, Washington County, New York","Census Tract 860, Washington County, New York",ny,140,0,ACSSF,8038,,,,,36,115,,,,86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713,1713,30.53031,56.10818274,1713,1641,31,0,4,0,6,31,1713,1693,1625,31,0,4,0,6,27,20,16,0,0,0,0,0,4,1713,1693,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,8,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
36115087000,14000US36115087000,"Census Tract 870, Washington County, New York","Census Tract 870, Washington County, New York",ny,140,0,ACSSF,8039,,,,,36,115,,,,87000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758,3758,66.47139,56.53560094,3758,3664,14,0,64,0,0,16,3758,3757,3663,14,0,64,0,0,16,1,1,0,0,0,0,0,0,3758,3757,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,10,0,0,0,54,0,0,0,0,0,0
36115088000,14000US36115088000,"Census Tract 880, Washington County, New York","Census Tract 880, Washington County, New York",ny,140,0,ACSSF,8040,,,,,36,115,,,,88000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6275,6275,235.6337,26.63031643,6275,6038,123,0,5,0,4,105,6275,6153,5937,110,0,5,0,0,101,122,101,13,0,0,0,4,4,6275,6153,122,5,41,24,8,5,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,37,0,0,0,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
36115089000,14000US36115089000,"Census Tract 890, Washington County, New York","Census Tract 890, Washington County, New York",ny,140,0,ACSSF,8041,,,,,36,115,,,,89000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4929,4929,112.8865,43.66332508,4929,4781,15,22,93,0,1,17,4929,4881,4740,15,22,93,0,0,11,48,41,0,0,0,0,1,6,4929,4881,48,0,6,19,1,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,93,32,0,0,54,0,0,0,3,4,0,0,0,0,0,0,0,0,0
36115090000,14000US36115090000,"Census Tract 900, Washington County, New York","Census Tract 900, Washington County, New York",ny,140,0,ACSSF,8042,,,,,36,115,,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2708,2708,51.7171,52.36179318,2708,2657,15,0,13,0,0,23,2708,2618,2567,15,0,13,0,0,23,90,90,0,0,0,0,0,0,2708,2618,90,77,0,2,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
36115091000,14000US36115091000,"Census Tract 910, Washington County, New York","Census Tract 910, Washington County, New York",ny,140,0,ACSSF,8043,,,,,36,115,,,,91000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799,1799,48.4126,37.159749,1799,1772,7,0,1,0,11,8,1799,1773,1746,7,0,1,0,11,8,26,26,0,0,0,0,0,0,1799,1773,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36115092000,14000US36115092000,"Census Tract 920, Washington County, New York","Census Tract 920, Washington County, New York",ny,140,0,ACSSF,8044,,,,,36,115,,,,92000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3342,3342,69.73675,47.92308227,3342,3269,0,0,60,0,0,13,3342,3258,3201,0,0,44,0,0,13,84,68,0,0,16,0,0,0,3342,3258,84,68,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,60,23,0,0,4,13,0,0,0,16,0,0,0,0,0,0,0,4,0
36115093000,14000US36115093000,"Census Tract 930, Washington County, New York","Census Tract 930, Washington County, New York",ny,140,0,ACSSF,8045,,,,,36,115,,,,93000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,1974,54.29562,36.35652057,1974,1844,4,0,9,0,0,117,1974,1974,1844,4,0,9,0,0,117,0,0,0,0,0,0,0,0,1974,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36115094000,14000US36115094000,"Census Tract 940, Washington County, New York","Census Tract 940, Washington County, New York",ny,140,0,ACSSF,8046,,,,,36,115,,,,94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,2375,38.11982,62.30354117,2375,2348,0,0,18,0,0,9,2375,2318,2300,0,0,18,0,0,0,57,48,0,0,0,0,0,9,2375,2318,57,0,44,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0
50001960100,14000US50001960100,"Census Tract 9601, Addison County, Vermont","Census Tract 9601, Addison County, Vermont",vt,140,0,ACSSF,649,,,,,50,1,,,,960100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3805,3805,46.6587,81.54964733,3805,3684,19,6,52,0,5,39,3805,3784,3668,19,6,52,0,0,39,21,16,0,0,0,0,5,0,3805,3784,21,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,52,7,0,0,9,21,0,0,0,6,0,0,0,0,0,2,7,0,0
50001960200,14000US50001960200,"Census Tract 9602, Addison County, Vermont","Census Tract 9602, Addison County, Vermont",vt,140,0,ACSSF,650,,,,,50,1,,,,960200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779,2779,58.60398,47.41999114,2779,2706,40,10,0,0,1,22,2779,2740,2668,40,10,0,0,0,22,39,38,0,0,0,0,1,0,2779,2740,39,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
